#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 5 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>Definitive 5minute
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            5minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                  
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_m
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html    
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_5min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 5 minute
#     LOGICAL_SOURCE                  omni_hro_5min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 5-minute IMF and Plasma, and Energetic Proton Fluxes,                       
#                                      Time-Shifted to the Nose  of the Earth's Bow Shock, plus Magnetic Indices                             
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_5min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://VMO/NumericalData/OMNI/PT5M
#     CDFMAJOR                        ROW_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. Bz (nT), GSM, determined from post-shift GSE components
#  3. Vx Velocity (km/s), GSE
#  4. Temperature (K)
#  5. Electric Field (mV/m)
#       NOTES:  Derived parameters are obtained from the following equations. Electric field = -V(km/s) * Bz (nT; GSM) * 10**-3
#  6. Plasma beta
#       NOTES:  Derived parameters are obtained from the following equations. Plasma beta = [(T*4.16/10**5) + 5.34] * Np / B**2 (B in nT)
#  7. Bow Shock Nose (Re) location, X, GSE
#  8. SYM/H - 5-minute SYM/H index,from WDC Kyoto (1981/001-2017/059)
#
EPOCH_TIME                    BZ,_GSM VX_VELOCITY,_GSE   TEMPERATURE ELECTRIC_FIELD   PLASMA_BETA  X_(BSN),_GSE SYM/H_INDEX
dd-mm-yyyy hh:mm:ss.ms             nT             km/s             K           mV/m                          Re          nT
08-10-2015 23:40:00.000      0.770000         -751.700       218949.      -0.570000       1.81000       12.7600         -46
08-10-2015 23:45:00.000     0.0200000         -758.200       119064.     -0.0200000       1.00000       12.9400         -46
08-10-2015 23:50:00.000     -0.340000         -770.600       149552.       0.270000       1.05000       13.0300         -42
08-10-2015 23:55:00.000     -0.200000         -770.000       199981.       0.150000       1.63000       12.5400         -38
09-10-2015 00:00:00.000       1.61000         -759.500       227189.       -1.21000       2.07000       12.5000         -37
09-10-2015 00:05:00.000       1.88000         -730.200       265378.       -1.36000       2.52000       12.5900         -37
09-10-2015 00:10:00.000       2.22000         -725.300       258404.       -1.61000       2.46000       12.5800         -37
09-10-2015 00:15:00.000       1.04000         -723.500       254195.      -0.750000       2.14000       12.6400         -37
09-10-2015 00:20:00.000       2.23000         -749.200       222114.       -1.67000       1.76000       12.7800         -37
09-10-2015 00:25:00.000      -1.13000         -737.400       185261.       0.820000       1.84000       12.4900         -36
09-10-2015 00:30:00.000      -2.55000         -733.000       302523.        1.87000       4.22000       12.0400         -36
09-10-2015 00:35:00.000      0.770000         -769.400       160648.       -2.10000       1.30000       12.7200         -34
09-10-2015 00:40:00.000       3.31000         -756.400       205619.       -2.51000       1.58000       12.9000         -35
09-10-2015 00:45:00.000       2.31000         -758.700       182228.       -1.76000       1.06000       13.0400         -38
09-10-2015 00:50:00.000     -0.290000         -750.300       157683.       0.220000       1.24000       12.7400         -38
09-10-2015 00:55:00.000      -1.23000         -743.800       180955.        1.02000       1.12000       12.9000         -38
09-10-2015 01:00:00.000     -0.530000         -756.700       267044.       0.800000       1.84000       12.7600         -37
09-10-2015 01:05:00.000     -0.730000         -761.300       183526.       0.560000       1.15000       12.9300         -37
09-10-2015 01:10:00.000      0.290000         -752.800       161675.      -0.200000      0.880000       13.2900         -38
09-10-2015 01:15:00.000     -0.630000         -748.500       213174.       0.480000       1.26000       12.8200         -38
09-10-2015 01:20:00.000      -1.27000         -760.800       166967.       0.920000       1.20000       12.7100         -38
09-10-2015 01:25:00.000      -1.20000         -749.200       179779.       0.920000       1.18000       12.7900         -38
09-10-2015 01:30:00.000      -1.76000         -764.700       205979.        1.35000       1.46000       12.5500         -39
09-10-2015 01:35:00.000      -1.66000         -755.100       204691.        1.26000       1.14000       12.9100         -40
09-10-2015 01:40:00.000     -0.930000         -758.600       208653.       0.710000       1.42000       12.7500         -40
09-10-2015 01:45:00.000      0.760000         -754.400       264780.      -0.580000       1.70000       12.7000         -40
09-10-2015 01:50:00.000       1.01000         -767.700       164071.      -0.760000       1.04000       12.8900         -41
09-10-2015 01:55:00.000     -0.530000         -774.300       195135.       0.500000       1.18000       12.7300         -42
09-10-2015 02:00:00.000     -0.410000         -772.700       165930.       0.320000       1.09000       12.5900         -42
09-10-2015 02:05:00.000      -1.19000         -766.000       176122.       0.770000       1.23000       12.6300         -42
09-10-2015 02:10:00.000     -0.220000         -762.400       176849.       0.210000       1.26000       12.8500         -42
09-10-2015 02:15:00.000      -1.02000         -766.300       196536.       0.780000       1.42000       12.5500         -42
09-10-2015 02:20:00.000      0.400000         -738.100       198713.      -0.280000       1.10000       13.1700         -45
09-10-2015 02:25:00.000      0.880000         -743.800       214371.      -0.650000       1.26000       13.0200         -45
09-10-2015 02:30:00.000       2.05000         -732.600       212180.       -1.57000       1.26000       13.1700         -45
09-10-2015 02:35:00.000       1.42000         -741.800       168023.       -1.05000       1.20000       12.9600         -44
09-10-2015 02:40:00.000       2.21000         -730.500       187321.       -1.62000       1.14000       13.3900         -42
09-10-2015 02:45:00.000       1.94000         -732.500       199735.       -1.42000       1.50000       13.3200         -40
09-10-2015 02:50:00.000       2.67000         -726.100       215960.       -1.94000       1.63000       13.2300         -38
09-10-2015 02:55:00.000       2.67000         -731.700       156705.       -1.96000       1.08000       13.4800         -38
09-10-2015 03:00:00.000       2.36000         -735.300       217707.       -1.74000       1.14000       13.2300         -37
09-10-2015 03:05:00.000       1.68000         -731.300       234069.       -1.23000       1.26000       13.2300         -36
09-10-2015 03:10:00.000       1.15000         -749.300       155470.      -0.870000      0.970000       13.1800         -36
09-10-2015 03:15:00.000      0.620000         -745.200       125554.      -0.470000      0.780000       13.5100         -36
09-10-2015 03:20:00.000      0.560000         -733.800       186124.      -0.410000       1.32000       13.2300         -36
09-10-2015 03:25:00.000      0.930000         -739.500       142386.       -1.16000       1.12000       13.3300         -35
09-10-2015 03:30:00.000       1.34000         -720.200       222681.      -0.980000       1.85000       13.1500         -35
09-10-2015 03:35:00.000     -0.400000         -706.000       137645.       0.380000       1.12000       13.5300         -36
09-10-2015 03:40:00.000      -1.21000         -703.200       200687.       0.850000       1.53000       13.2100         -37
09-10-2015 03:45:00.000     -0.840000         -690.200       137756.       0.580000       1.10000       13.4700         -39
09-10-2015 03:50:00.000      -1.77000         -680.200       101037.        1.21000      0.760000       13.5700         -40
09-10-2015 03:55:00.000      -1.74000         -675.600       106091.        1.18000      0.800000       13.4900         -40
09-10-2015 04:00:00.000      -2.10000         -680.000       121166.        1.45000       1.09000       13.0300         -41
09-10-2015 04:05:00.000      -1.64000         -675.600       80571.0        1.11000      0.720000       13.5300         -39
09-10-2015 04:10:00.000      -1.64000         -673.200       85840.0        1.07000      0.730000       13.5700         -40
09-10-2015 04:15:00.000      -1.36000         -673.600       85967.0        1.03000      0.740000       13.6900         -40
09-10-2015 04:20:00.000      -1.38000         -676.800       106251.       0.930000      0.890000       13.6300         -41
09-10-2015 04:25:00.000      -1.85000         -675.300       93861.0        1.22000      0.800000       13.7100         -41
09-10-2015 04:30:00.000      -1.01000         -684.900       89194.0       0.280000      0.940000       13.5200         -40
09-10-2015 04:35:00.000      0.420000         -673.800       107102.      -0.240000       1.59000       13.1200         -40
09-10-2015 04:40:00.000      -1.39000         -693.300       84606.0        1.35000       1.06000       13.3400         -39
09-10-2015 04:45:00.000      -2.88000         -696.200       191834.        1.95000       2.03000       12.5900         -38
09-10-2015 04:50:00.000      -1.60000         -687.100       211260.        1.11000       2.08000       12.6300         -37
09-10-2015 04:55:00.000       1.98000         -703.900       170643.       -1.15000       1.56000       12.9600         -38
09-10-2015 05:00:00.000       1.22000         -727.100       191154.      -0.940000       1.61000       12.9000         -37
09-10-2015 05:05:00.000      0.930000         -696.000       100603.      -0.660000      0.840000       13.5800         -37
09-10-2015 05:10:00.000       2.00000         -692.100       220455.       -1.39000       1.71000       13.1200         -38
09-10-2015 05:15:00.000       3.02000         -692.800       156830.       -2.10000       1.36000       13.1500         -38
09-10-2015 05:20:00.000       1.48000         -697.000       167751.       -1.04000       1.78000       13.1300         -38
09-10-2015 05:25:00.000     -0.370000         -690.100       121959.       0.250000       1.48000       12.8700         -39
09-10-2015 05:30:00.000      0.450000         -686.600       165412.      -0.260000       1.75000       13.0000         -38
09-10-2015 05:35:00.000      -2.43000         -706.800       191047.        1.73000       1.94000       12.6600         -37
09-10-2015 05:40:00.000      -1.45000         -704.000       242976.        1.12000       3.90000       12.6000         -36
09-10-2015 05:45:00.000     -0.240000         -685.700       246382.       0.160000       7.71000       12.6000         -36
09-10-2015 05:50:00.000      -2.87000         -692.800       204212.        1.99000       1.86000       12.7300         -37
09-10-2015 05:55:00.000      -1.36000         -703.900       206159.       0.770000       2.21000       12.6600         -38
09-10-2015 06:00:00.000     0.0300000         -697.900       159964.     -0.0200000       1.71000       13.0100         -38
09-10-2015 06:05:00.000      0.620000         -704.000       132396.      -0.130000       1.39000       13.1900         -38
09-10-2015 06:10:00.000      0.410000         -690.000       148794.      -0.290000       1.48000       13.0600         -37
09-10-2015 06:15:00.000       2.09000         -691.300       195693.       -1.46000       1.98000       12.9900         -38
09-10-2015 06:20:00.000     -0.940000         -689.000       237540.      -0.850000       2.48000       12.7900         -38
09-10-2015 06:25:00.000     -0.830000         -679.700       229678.      -0.290000       2.40000       12.8400         -39
09-10-2015 06:30:00.000       1.76000         -671.800       161315.       -1.19000       1.76000       12.8300         -38
09-10-2015 06:35:00.000       1.18000         -674.400       169339.      -0.820000       1.84000       12.7200         -37
09-10-2015 06:40:00.000      0.870000         -668.700       187032.      -0.580000       1.99000       12.6100         -36
09-10-2015 06:45:00.000       1.37000         -666.000       137139.      -0.910000       1.46000       12.8400         -35
09-10-2015 06:50:00.000       1.71000         -666.700       193284.       -1.21000       1.83000       12.8700         -35
09-10-2015 06:55:00.000       1.85000         -667.400       158749.       -1.21000       1.64000       13.1600         -34
09-10-2015 07:00:00.000       1.26000         -661.500       123887.      -0.830000       1.25000       13.1200         -34
09-10-2015 07:05:00.000      0.920000         -664.400       155525.      -0.610000       1.65000       12.9300         -33
09-10-2015 07:10:00.000       1.67000         -664.800       82488.0       -1.08000       1.02000       13.2300         -32
09-10-2015 07:15:00.000       2.15000         -668.900       158794.       -1.44000       1.52000       12.9900         -31
09-10-2015 07:20:00.000       1.52000         -658.500       134328.      -0.980000       1.32000       13.0600         -30
09-10-2015 07:25:00.000       1.32000         -660.900       138237.       -1.02000       1.71000       12.8300         -30
09-10-2015 07:30:00.000       2.05000         -667.100       192579.       -1.37000       1.92000       13.0300         -29
09-10-2015 07:35:00.000       2.37000         -675.000       173575.       -1.60000       1.61000       13.0800         -27
09-10-2015 07:40:00.000       2.63000         -674.400       199016.       -1.76000       1.46000       13.0100         -27
09-10-2015 07:45:00.000       1.92000         -670.900       215052.       -1.30000       1.89000       12.8100         -27
09-10-2015 07:50:00.000      0.940000         -660.300       182416.      -0.650000       1.68000       12.8200         -26
09-10-2015 07:55:00.000       1.55000         -667.400       211483.       -1.15000       2.06000       12.7900         -26
09-10-2015 08:00:00.000       2.45000         -667.000       153960.       -1.64000       1.56000       12.9800         -25
09-10-2015 08:05:00.000       2.29000         -660.800       99628.0       -1.50000       1.06000       13.1000         -24
09-10-2015 08:10:00.000       2.41000         -664.000       131185.       -1.62000       1.31000       12.9700         -24
09-10-2015 08:15:00.000       1.05000         -661.100       128442.      -0.770000       1.31000       12.9100         -25
09-10-2015 08:20:00.000      0.690000         -656.100       179382.      -0.450000       1.72000       12.9700         -25
09-10-2015 08:25:00.000      0.860000         -655.900       149200.      -0.680000       1.43000       12.7600         -24
09-10-2015 08:30:00.000      0.230000         -653.700       131046.      -0.170000       1.15000       13.1300         -22
09-10-2015 08:35:00.000      0.770000         -650.300       120119.      -0.580000       1.06000       13.2000         -22
09-10-2015 08:40:00.000      0.860000         -662.100       134447.      -0.570000       1.28000       12.9700         -23
09-10-2015 08:45:00.000     0.0900000         -656.500       127704.     -0.0600000       1.17000       12.9800         -22
